sample_idx,timestamp,C3,C4,Cz,Fz,label_int,label_str
94,0.3671875,-3.0818,0.1946,-1.7301,-7.8569,0,REST
95,0.37109375,-7.1077,-3.487,-1.9163,-3.1545,0,REST
96,0.375,-7.0206,-4.3809,-6.0848,-1.4831,0,REST
97,0.37890625,-7.7745,-0.0119,-6.1648,-0.6125,0,REST
98,0.3828125,-8.7743,-1.8986,-9.1069,-0.7996,0,REST
99,0.38671875,-11.1216,-0.5424,-10.1661,-4.9852,0,REST
100,0.390625,-10.3191,-1.5653,-10.1354,0.6734,0,REST
101,0.39453125,-8.7809,1.391,-12.234,3.241,0,REST
102,0.3984375,-3.7533,2.0451,-8.8879,8.8832,0,REST
103,0.40234375,-4.2261,0.5551,-9.7787,5.9889,0,REST
104,0.40625,-1.2083,5.2869,-3.1553,7.1749,0,REST
105,0.41015625,2.1603,-1.9987,-1.6729,8.204,0,REST
106,0.4140625,3.023,2.8648,-1.9515,8.3817,0,REST
107,0.41796875,5.8497,5.2269,3.5471,8.5761,0,REST
108,0.421875,9.1356,3.7175,8.3402,7.9222,0,REST
109,0.42578125,6.5065,2.8488,9.0647,9.6634,0,REST
110,0.4296875,13.3582,5.4617,11.7262,3.5288,0,REST
111,0.43359375,10.4146,5.2163,12.3657,4.7315,0,REST
112,0.4375,11.6195,2.3921,9.7323,-4.5655,0,REST
113,0.44140625,11.6736,5.4959,13.7777,-6.9434,0,REST
114,0.4453125,7.4923,0.9607,8.9816,-5.4885,0,REST
115,0.44921875,2.2196,-3.0635,9.1274,-6.4102,0,REST
116,0.453125,2.8103,-2.2705,6.7276,-12.4236,0,REST
117,0.45703125,-5.7526,-1.1628,1.2768,-9.6918,0,REST
118,0.4609375,-8.9124,-3.8315,2.8218,-8.3814,0,REST
119,0.46484375,-11.0525,-1.7473,-3.9353,-11.1546,0,REST
120,0.46875,-7.2826,-5.3237,-0.1135,-8.5659,0,REST
121,0.47265625,-8.7638,-5.4831,-8.0592,-3.1169,0,REST
122,0.4765625,-13.3046,-2.8093,-13.5463,-2.7939,0,REST
123,0.48046875,-10.5438,-6.0737,-12.3749,0.8367,0,REST
124,0.484375,-11.4087,-6.0498,-16.5358,-2.8486,0,REST
125,0.48828125,-13.8517,-5.7095,-11.8352,5.7161,0,REST
126,0.4921875,-4.2663,-1.4577,-11.4399,5.5607,0,REST
127,0.49609375,-1.1344,-1.1392,-11.2633,12.1996,0,REST
128,0.5,0.4171,-1.0428,-7.9438,10.1491,0,REST
129,0.50390625,3.0144,1.7969,-0.6359,14.3988,0,REST
130,0.5078125,6.2947,5.2699,0.966,10.9839,0,REST
131,0.51171875,9.457,3.2933,0.4229,5.2048,0,REST
132,0.515625,11.8535,4.8836,6.0885,10.4962,0,REST
133,0.51953125,12.026,5.1805,10.1761,8.1474,0,REST
134,0.5234375,11.9474,2.6127,6.7439,7.9694,0,REST
135,0.52734375,11.7179,2.54,14.0366,2.4433,0,REST
136,0.53125,8.3421,9.4164,12.5653,-0.8486,0,REST
137,0.53515625,10.181,8.0774,9.6458,-8.3775,0,REST
138,0.5390625,4.1489,5.775,9.478,-9.572,0,REST
139,0.54296875,4.5041,3.5274,11.3882,-11.1901,0,REST
140,0.546875,1.928,1.4511,5.1405,-15.0543,0,REST
141,0.55078125,-5.0786,-1.6244,4.931,-11.488,0,REST
142,0.5546875,-3.1983,0.6139,2.3377,-13.4128,0,REST
143,0.55859375,-8.287,-2.7491,-2.9975,-13.3071,0,REST
144,0.5625,-11.3917,-6.4737,-3.7168,-7.6652,0,REST
145,0.56640625,-11.3567,-6.88,-5.3035,-4.7954,0,REST
146,0.5703125,-11.2556,-10.4014,-6.9822,-1.3756,0,REST
147,0.57421875,-11.1718,-6.6786,-9.713,5.3063,0,REST
148,0.578125,-12.9061,-13.6016,-11.449,1.0014,0,REST
149,0.58203125,-8.723,-10.5171,-8.5386,4.6196,0,REST
150,0.5859375,-5.2261,-8.2597,-8.7884,8.8998,0,REST
151,0.58984375,-3.6553,-5.9118,-8.63,13.3356,0,REST
152,0.59375,0.2804,-0.5091,-7.2474,13.0788,0,REST
153,0.59765625,5.0751,-1.1304,-4.1856,13.6908,0,REST
154,0.6015625,4.5755,1.4585,-5.2481,8.2032,0,REST
155,0.60546875,5.6163,5.2026,4.5017,12.5021,0,REST
156,0.609375,6.0726,9.0873,3.8863,6.5644,0,REST
157,0.61328125,12.0348,6.1572,6.0675,6.4037,0,REST
158,0.6171875,11.5863,11.1272,5.9576,-3.3245,0,REST
159,0.62109375,9.7333,11.9123,7.5032,-4.1025,0,REST
160,0.625,8.2259,10.4387,10.1997,-5.8922,0,REST
161,0.62890625,6.8147,8.5462,9.7377,-7.3592,0,REST
162,0.6328125,4.5739,4.8286,7.3633,-10.5136,0,REST
163,0.63671875,2.5089,6.1403,8.3907,-14.8345,0,REST
164,0.640625,-0.7035,0.076,4.5998,-10.1067,0,REST
165,0.64453125,-2.3477,-4.2693,2.4971,-12.8786,0,REST
166,0.6484375,-6.0538,-2.5765,2.8985,-10.4843,0,REST
167,0.65234375,-9.1553,-4.666,1.5579,-7.9117,0,REST
168,0.65625,-6.2355,-9.2372,0.2935,-8.2438,0,REST
169,0.66015625,-8.4465,-8.77,-3.2453,1.3411,0,REST
170,0.6640625,-7.1762,-10.5699,-6.665,2.614,0,REST
171,0.66796875,-9.4872,-10.5388,-6.697,1.9127,0,REST
172,0.671875,-6.5597,-12.4677,-4.3166,8.9887,0,REST
173,0.67578125,-7.1685,-10.4524,-5.7968,7.4267,0,REST
174,0.6796875,-4.8963,-5.8735,-5.5272,9.1793,0,REST
175,0.68359375,-4.0338,-5.8792,-8.6573,8.6922,0,REST
176,0.6875,-2.37,-1.7542,-6.9516,10.0292,0,REST
177,0.69140625,-0.9959,0.8285,-7.9411,9.8979,0,REST
178,0.6953125,0.6337,0.4336,-0.2238,7.112,0,REST
179,0.69921875,4.4535,7.208,0.808,7.631,0,REST
180,0.703125,4.6702,10.2055,3.366,2.2861,0,REST
181,0.70703125,6.6608,10.2573,1.2896,-2.7062,0,REST
182,0.7109375,4.4927,15.9466,2.2274,-0.0224,0,REST
183,0.71484375,0.1165,15.2018,1.0689,-6.2819,0,REST
184,0.71875,4.6305,11.4922,3.2908,-5.4465,0,REST
185,0.72265625,-0.0159,10.3,0.3827,-9.432,0,REST
186,0.7265625,-1.6288,6.0771,6.7009,-7.2765,0,REST
187,0.73046875,2.0636,4.2478,2.1362,-7.3595,0,REST
188,0.734375,2.5085,3.136,3.7109,-8.0803,0,REST
189,0.73828125,0.3281,-2.125,-1.7917,-7.7144,0,REST
190,0.7421875,1.2264,-2.73,3.0517,-7.8158,0,REST
191,0.74609375,-0.8152,-7.226,4.709,-4.2541,0,REST
192,0.75,-0.5443,-12.2913,2.5476,0.4886,0,REST
193,0.75390625,0.7279,-12.5547,1.5893,-1.4233,0,REST
194,0.7578125,0.9215,-13.9895,-0.4219,3.7567,0,REST
195,0.76171875,-3.6061,-14.6258,3.4879,7.6148,0,REST
196,0.765625,-4.5722,-14.5359,1.8217,3.483,0,REST
197,0.76953125,0.8019,-9.3728,-0.8353,6.9874,0,REST
198,0.7734375,-3.3149,-10.6083,-1.3949,8.5015,0,REST
199,0.77734375,-4.6722,-5.2923,0.1418,9.8547,0,REST
200,0.78125,-5.3839,-4.8549,-2.543,7.9568,0,REST
201,0.78515625,-7.2247,4.9026,-3.3115,5.2246,0,REST
202,0.7890625,-6.4485,2.8783,-3.7628,4.8121,0,REST
203,0.79296875,-2.9253,5.3634,-3.646,1.1582,0,REST
204,0.796875,-3.2406,14.0594,-7.6904,0.7652,0,REST
205,0.80078125,0.0774,16.1915,-7.0242,0.8367,0,REST
206,0.8046875,-2.5807,15.7479,-9.0105,-4.4626,0,REST
207,0.80859375,-2.0799,15.7793,-2.584,-3.931,0,REST
208,0.8125,0.8015,11.1118,-4.5726,-3.014,0,REST
209,0.81640625,5.5515,10.341,-0.9399,-1.2381,0,REST
210,0.8203125,2.1437,8.1097,-0.9371,-4.9514,0,REST
211,0.82421875,1.2488,5.1572,-1.0528,-3.0614,0,REST
212,0.828125,3.9138,2.7526,2.3002,-6.2919,0,REST
213,0.83203125,7.7992,-4.3875,0.78,-5.7863,0,REST
214,0.8359375,5.8649,-2.5269,6.3962,-5.1513,0,REST
215,0.83984375,3.1959,-9.2581,2.635,-1.7739,0,REST
216,0.84375,6.0926,-6.5161,8.4468,2.0887,0,REST
217,0.84765625,1.4197,-13.1288,7.2799,-1.7403,0,REST
218,0.8515625,4.2515,-11.5502,7.054,1.4833,0,REST
219,0.85546875,3.2852,-12.1134,7.1689,-0.4417,0,REST
220,0.859375,-1.1641,-10.8669,6.7601,2.3018,0,REST
221,0.86328125,-1.3732,-9.9437,8.2733,1.0721,0,REST
222,0.8671875,-3.722,-10.6171,6.5292,4.6036,0,REST
223,0.87109375,-11.1199,-8.0163,4.8359,1.448,0,REST
224,0.875,-8.313,-1.0023,0.5729,3.4588,0,REST
225,0.87890625,-6.9499,0.1465,-4.6482,3.5779,0,REST
226,0.8828125,-10.1939,7.2082,-2.0052,1.075,0,REST
227,0.88671875,-8.2601,5.3642,-5.2926,7.1068,0,REST
228,0.890625,-8.2581,5.7625,-7.1853,3.287,0,REST
229,0.89453125,-3.9045,7.51,-11.8296,6.0317,0,REST
230,0.8984375,1.428,11.2561,-11.0849,0.822,0,REST
231,0.90234375,-0.6005,14.6451,-9.7336,2.2946,0,REST
232,0.90625,0.0576,7.6602,-10.9509,-0.7058,0,REST
233,0.91015625,3.4635,11.4943,-8.7431,1.7395,0,REST
234,0.9140625,5.3732,11.4942,-6.0977,1.4761,0,REST
235,0.91796875,6.849,3.1435,-5.7949,-3.2778,0,REST
236,0.921875,8.6294,-0.5683,-0.1387,-0.5,0,REST
237,0.92578125,11.376,-0.9799,0.9736,-5.8119,0,REST
238,0.9296875,14.1866,-6.6731,4.8273,-3.0198,0,REST
239,0.93359375,12.5144,-4.2119,3.6241,-4.3807,0,REST
240,0.9375,10.838,-6.6163,4.9202,-7.6817,0,REST
241,0.94140625,8.5431,-10.3225,11.9991,-7.324,0,REST
242,0.9453125,6.382,-8.2032,13.894,-4.1142,0,REST
243,0.94921875,1.7135,-6.0723,12.8156,-4.4723,0,REST
244,0.953125,-2.2545,-10.7911,10.8009,-5.0172,0,REST
245,0.95703125,-4.7556,-8.0152,14.6962,-3.4557,0,REST
246,0.9609375,-5.2876,-7.1033,3.3165,1.7779,0,REST
247,0.96484375,-9.4154,-6.0086,5.7508,3.7433,0,REST
248,0.96875,-7.3583,-3.0678,6.6813,3.8439,0,REST
249,0.97265625,-12.8031,0.9766,0.4598,3.1963,0,REST
250,0.9765625,-13.0051,1.4588,-6.5714,6.6483,0,REST
251,0.98046875,-13.3697,6.6851,-10.1097,4.824,0,REST
252,0.984375,-11.577,7.9828,-5.9915,3.6592,0,REST
253,0.98828125,-6.5045,7.6864,-9.5943,11.8651,0,REST
254,0.9921875,-6.4547,8.2477,-18.1068,9.7945,0,REST
255,0.99609375,-6.4738,8.4278,-10.7121,6.4158,0,REST
256,1.0,-1.0874,6.8305,-14.5349,10.3371,0,REST
257,1.00390625,3.0589,5.3161,-11.6293,2.3534,0,REST
258,1.0078125,7.8351,5.8629,-6.9126,-3.0057,0,REST
259,1.01171875,8.4127,3.338,-5.251,-1.4307,0,REST
260,1.015625,9.7817,-0.2824,-3.7092,-6.685,0,REST
261,1.01953125,9.8968,-2.5051,-2.0859,-5.9104,0,REST
262,1.0234375,16.5967,-1.1372,4.51,-9.8512,0,REST
263,1.02734375,11.2257,-6.5156,6.3272,-7.8612,0,REST
264,1.03125,12.4842,-8.8457,10.2553,-10.7774,0,REST
265,1.03515625,11.4407,-3.6823,11.6803,-9.0287,0,REST
266,1.0390625,3.6947,-5.4341,7.6457,-11.1606,0,REST
267,1.04296875,3.2797,-8.3551,15.3144,-8.6298,0,REST
268,1.046875,1.7531,-6.0173,9.2474,-6.7093,0,REST
269,1.05078125,-2.2833,-5.7389,11.0559,-3.7567,0,REST
270,1.0546875,-8.0414,-3.2899,9.2066,1.3251,0,REST
271,1.05859375,-5.9304,-3.8208,9.4028,2.8697,0,REST
272,1.0625,-10.6363,-1.6379,3.1883,3.7426,0,REST
273,1.06640625,-9.4833,-2.5892,0.6494,5.4471,0,REST
274,1.0703125,-10.8992,-1.4051,-0.0676,9.6644,0,REST
275,1.07421875,-9.7379,1.4267,-4.1217,15.1301,0,REST
276,1.078125,-10.4889,2.792,-6.4094,14.6525,0,REST
277,1.08203125,-10.3084,0.4163,-7.4674,14.7251,0,REST
278,1.0859375,-9.5763,-0.0231,-10.7065,9.744,0,REST
279,1.08984375,-1.4356,2.7345,-9.9184,5.2874,0,REST
280,1.09375,-0.7353,5.5254,-10.5162,5.7598,0,REST
281,1.09765625,4.78,4.1809,-8.3865,2.479,0,REST
282,1.1015625,7.0054,2.0487,-7.3039,-3.2508,0,REST
283,1.10546875,7.1765,1.7306,-1.5285,-5.811,0,REST
284,1.109375,7.9622,-1.0505,-2.5302,-7.8195,0,REST
285,1.11328125,11.4197,1.8208,1.2166,-6.7538,0,REST
286,1.1171875,10.9357,1.3238,1.1163,-11.7476,0,REST
287,1.12109375,11.2764,0.1249,6.5114,-13.8484,0,REST
288,1.125,5.9036,2.6305,6.1857,-8.2336,0,REST
289,1.12890625,4.5827,-2.5365,8.1277,-13.1863,0,REST
290,1.1328125,1.9562,0.4938,8.3301,-9.4409,0,REST
291,1.13671875,0.9476,-1.5117,9.1684,-8.1069,0,REST
292,1.140625,-0.7495,-3.7285,9.9552,-5.2097,0,REST
293,1.14453125,-3.4683,-6.6302,10.8432,-1.5451,0,REST
294,1.1484375,-3.4177,-3.7265,9.862,2.5375,0,REST
295,1.15234375,-4.2227,-3.4725,0.9697,5.4304,0,REST
296,1.15625,-8.2137,-3.5184,1.0948,13.2088,0,REST
297,1.16015625,-4.5575,-3.2475,2.4768,13.6777,0,REST
298,1.1640625,-6.1979,-1.9741,0.121,13.2465,0,REST
299,1.16796875,-8.4654,-6.4156,-2.1155,11.6955,0,REST
300,1.171875,-4.3021,-3.8148,-2.5845,9.3723,0,REST
301,1.17578125,-5.1599,1.4936,-2.5889,10.7472,0,REST
302,1.1796875,-6.4469,1.7438,-6.4792,10.3213,0,REST
303,1.18359375,-2.9854,1.7526,-6.2108,5.2045,0,REST
304,1.1875,0.1785,1.231,-3.0207,-0.5582,0,REST
305,1.19140625,1.8935,-1.5365,-3.7451,-5.2129,0,REST
306,1.1953125,3.9669,-0.3863,-3.1696,-1.9138,0,REST
307,1.19921875,3.715,5.7417,-2.4404,-10.0388,0,REST
308,1.203125,5.0201,3.5241,-6.3867,-11.0549,0,REST
309,1.20703125,2.8126,3.672,0.6603,-15.3575,0,REST
310,1.2109375,1.8594,2.9383,-4.2256,-15.2749,0,REST
311,1.21484375,5.3169,2.0708,3.522,-8.6356,0,REST
312,1.21875,2.6267,4.7971,3.7566,-12.4891,0,REST
313,1.22265625,6.196,2.849,-1.9994,-8.8338,0,REST
314,1.2265625,3.1652,1.0827,-0.3135,-6.154,0,REST
315,1.23046875,1.8965,1.1642,1.1397,-1.784,0,REST
316,1.234375,4.6644,-1.6756,-0.6409,-0.6531,0,REST
317,1.23828125,3.9035,1.5551,1.2264,4.5613,0,REST
318,1.2421875,-0.4624,2.8303,1.6896,7.45,0,REST
319,1.24609375,1.5898,-3.4945,3.4248,9.9681,0,REST
320,1.25,-0.8475,-5.6562,2.5179,11.6421,0,REST
321,1.25390625,-2.0442,-7.1392,4.0119,14.5929,0,REST
322,1.2578125,2.7495,-10.504,2.5023,11.2418,0,REST
323,1.26171875,-2.0016,-7.0457,4.9694,9.7698,0,REST
324,1.265625,-0.2132,-5.5861,1.0394,10.268,0,REST
325,1.26953125,-4.6647,-5.3365,3.3519,5.8571,0,REST
326,1.2734375,-3.1171,-8.4328,4.5769,6.1551,0,REST
327,1.27734375,-0.7335,-4.9201,0.2967,1.2718,0,REST
328,1.28125,-2.6786,-1.5557,-2.8345,2.6799,0,REST
329,1.28515625,-5.0625,-1.8478,3.3678,-6.2136,0,REST
330,1.2890625,-3.9635,-2.9226,0.7647,-4.8956,0,REST
331,1.29296875,-5.9807,5.1234,-6.3799,-7.5951,0,REST
332,1.296875,-4.5415,5.4312,-3.3399,-10.4105,0,REST
333,1.30078125,-2.8648,6.9221,-4.5124,-13.3571,0,REST
334,1.3046875,-0.8612,4.3922,-4.9198,-11.5225,0,REST
335,1.30859375,-3.0327,10.1012,-8.7463,-11.6423,0,REST
336,1.3125,3.9721,12.9091,-9.1976,-5.9509,0,REST
337,1.31640625,4.6214,8.3726,-3.3613,-4.7456,0,REST
338,1.3203125,4.9653,3.3075,-6.5064,-2.6684,0,REST
339,1.32421875,4.7162,3.0939,-5.7281,2.9434,0,REST
340,1.328125,9.2441,5.4793,-3.0175,4.7675,0,REST
341,1.33203125,5.2589,3.5343,-2.0435,1.7596,0,REST
342,1.3359375,5.4596,-1.9115,1.9534,11.3635,0,REST
343,1.33984375,7.5256,-2.9142,0.6528,5.8142,0,REST
344,1.34375,11.1235,-5.175,3.9227,8.3604,0,REST
345,1.34765625,7.2504,-4.9906,7.3697,11.1532,0,REST
346,1.3515625,3.8866,-9.7628,7.1832,7.0457,0,REST
347,1.35546875,1.0758,-8.9182,7.0928,6.1639,0,REST
348,1.359375,0.1322,-8.6009,8.2473,3.5661,0,REST
349,1.36328125,-1.8565,-7.1686,12.6149,2.9737,0,REST
350,1.3671875,-3.9469,-10.6104,7.5166,5.2935,0,REST
351,1.37109375,-5.3891,-9.5709,9.9196,-2.3897,0,REST
352,1.375,-5.6554,-1.5579,8.3051,-4.4067,0,REST
353,1.37890625,-10.1045,0.19,5.3303,-1.655,0,REST
354,1.3828125,-9.9498,3.9735,0.6055,-4.6255,0,REST
355,1.38671875,-9.7665,7.2942,2.8368,-2.4588,0,REST
356,1.390625,-5.25,5.276,-4.1985,-6.6744,0,REST
357,1.39453125,-7.2257,7.7306,-6.9257,-5.0213,0,REST
358,1.3984375,-6.2819,11.3354,-7.9264,-6.2079,0,REST
359,1.40234375,-4.2916,11.363,-14.5703,-4.7039,0,REST
360,1.40625,2.5623,10.4456,-12.5754,-5.193,0,REST
361,1.41015625,0.696,12.8373,-10.4245,-3.5337,0,REST
362,1.4140625,2.9957,5.0586,-12.7286,-4.1572,0,REST
363,1.41796875,9.2848,8.4171,-13.7239,1.6136,0,REST
364,1.421875,9.2224,3.9032,-11.018,4.3382,0,REST
365,1.42578125,9.1599,2.1651,-6.2019,2.2444,0,REST
366,1.4296875,10.7722,-2.6597,-0.577,3.8412,0,REST
367,1.43359375,11.1386,-2.7977,-1.2354,5.2955,0,REST
368,1.4375,12.2025,-9.5028,0.756,3.9059,0,REST
369,1.44140625,9.0898,-10.7588,4.7127,1.9032,0,REST
370,1.4453125,9.3556,-10.3288,9.0767,5.5862,0,REST
371,1.44921875,4.3847,-12.6302,11.2174,7.884,0,REST
372,1.453125,-2.4273,-13.4895,11.2597,2.5777,0,REST
373,1.45703125,-2.0625,-10.4355,9.9313,4.9527,0,REST
374,1.4609375,-3.6761,-6.8663,14.049,1.4386,0,REST
375,1.46484375,-8.0633,-7.7814,9.8037,4.6704,0,REST
376,1.46875,-10.2817,-0.531,11.1993,1.2033,0,REST
377,1.47265625,-11.6018,-1.0735,11.492,-2.258,0,REST
378,1.4765625,-13.1053,3.311,5.9149,1.1953,0,REST
379,1.48046875,-14.4079,5.3321,-0.8313,-1.4211,0,REST
380,1.484375,-9.9801,9.9797,-1.3043,0.5043,0,REST
381,1.48828125,-9.639,11.3452,-5.7991,2.651,0,REST
382,1.4921875,-6.9291,14.1738,-10.5503,-4.3635,0,REST
383,1.49609375,0.1305,9.779,-9.8181,-2.104,0,REST
384,1.5,2.7432,12.514,-9.0091,-3.885,0,REST
385,1.50390625,6.0761,9.5036,-12.2888,-1.7868,0,REST
386,1.5078125,6.6501,10.2055,-12.8511,-3.4575,0,REST
387,1.51171875,10.8966,10.8398,-9.2292,1.529,0,REST
388,1.515625,10.3521,3.2566,-7.2146,-4.0288,0,REST
389,1.51953125,11.8552,2.6322,-8.4091,-2.5739,0,REST
390,1.5234375,13.7308,-1.3038,-4.8817,-2.2542,0,REST
391,1.52734375,9.7052,-8.8057,0.1955,-1.4079,0,REST
392,1.53125,10.2825,-6.6361,-1.0625,2.0887,0,REST
393,1.53515625,6.5088,-13.1133,5.438,0.3315,0,REST
394,1.5390625,8.0632,-11.3667,7.5117,1.9662,0,REST
395,1.54296875,2.5047,-11.4897,10.6181,4.8506,0,REST
396,1.546875,1.9227,-13.2162,10.2549,1.5525,0,REST
397,1.55078125,-3.4459,-14.3571,12.7581,5.2521,0,REST
398,1.5546875,-8.1319,-9.1626,14.0173,5.9191,0,REST
399,1.55859375,-7.6737,-3.6607,11.4016,8.7121,0,REST
400,1.5625,-10.5277,-6.294,11.1033,5.2188,0,REST
401,1.56640625,-12.5953,-1.8036,6.3522,5.3251,0,REST
402,1.5703125,-12.1593,5.793,3.2536,4.4431,0,REST
403,1.57421875,-11.6982,6.7694,4.0567,2.093,0,REST
404,1.578125,-8.8588,12.9557,-5.0991,-0.7943,0,REST
405,1.58203125,-7.7493,11.9001,-4.0161,1.5174,0,REST
