sample_idx,timestamp,C3,C4,Cz,Fz,label_int,label_str
151,42.4609375,-6.8397,5.5914,2.6787,-5.8742,0,REST
152,42.46484375,-10.3123,15.7074,8.6881,-3.5891,0,REST
153,42.46875,-11.1708,4.3085,9.3453,-0.8368,0,REST
154,42.47265625,-10.974,9.6767,10.9683,1.131,0,REST
155,42.4765625,-11.7415,6.4805,15.9864,3.3642,0,REST
156,42.48046875,-14.8715,5.579,13.6629,8.933,0,REST
157,42.484375,-12.3251,7.3494,10.5465,8.0547,0,REST
158,42.48828125,-9.8909,2.2606,10.9663,9.7038,0,REST
159,42.4921875,-5.3172,0.3949,5.7593,14.7078,0,REST
160,42.49609375,-1.9026,-1.3158,1.9161,8.1412,0,REST
161,42.5,1.0767,-5.9765,-1.1384,6.0923,0,REST
162,42.50390625,4.4235,-7.7163,-2.7417,8.1296,0,REST
163,42.5078125,2.6999,-11.7405,-6.9223,2.6266,0,REST
164,42.51171875,13.1065,-7.6025,-7.2899,-0.4737,0,REST
165,42.515625,10.5162,-7.5663,-11.5,3.5251,0,REST
166,42.51953125,13.9154,-7.8113,-10.4659,-4.047,0,REST
167,42.5234375,13.8624,-7.0784,-14.5875,-2.8934,0,REST
168,42.52734375,12.6344,-5.8676,-13.2529,-7.6911,0,REST
169,42.53125,13.4794,-3.3027,-10.9137,-6.7197,0,REST
170,42.53515625,11.8657,-1.9999,-7.3723,-8.3354,0,REST
171,42.5390625,5.1649,-3.5632,-7.1271,-8.1534,0,REST
172,42.54296875,1.2149,-0.9383,-5.9591,-9.1234,0,REST
173,42.546875,-3.8792,2.064,1.0661,-7.7557,0,REST
174,42.55078125,-4.29,5.0668,0.8737,-2.2291,0,REST
175,42.5546875,-7.6898,8.4043,5.625,-2.6333,0,REST
176,42.55859375,-9.7081,6.8452,6.7034,0.9395,0,REST
177,42.5625,-10.3778,6.8709,10.9419,0.6543,0,REST
178,42.56640625,-13.2189,7.5583,7.0425,4.4333,0,REST
179,42.5703125,-12.1482,5.9914,11.5479,1.4279,0,REST
180,42.57421875,-16.039,4.9661,11.8578,4.0404,0,REST
181,42.578125,-7.7151,4.7194,9.3597,2.2395,0,REST
182,42.58203125,-5.4084,3.6374,5.2783,4.4443,0,REST
183,42.5859375,-7.0494,-1.7323,7.1049,5.4771,0,REST
184,42.58984375,-0.0861,-1.2741,4.8544,5.6159,0,REST
185,42.59375,0.677,-3.3437,0.7693,2.2545,0,REST
186,42.59765625,3.4035,-1.4415,-1.0935,3.8266,0,REST
187,42.6015625,3.0106,-5.4386,-4.7905,2.2552,0,REST
188,42.60546875,9.3073,-6.3107,-6.436,0.7117,0,REST
189,42.609375,9.4714,-5.6966,-11.5834,0.7633,0,REST
190,42.61328125,6.5132,-7.3811,-10.5482,-3.2765,0,REST
191,42.6171875,6.674,-10.6466,-11.4737,-0.9464,0,REST
192,42.62109375,12.5119,-4.2266,-7.062,0.7765,0,REST
193,42.625,6.6915,-2.2472,-9.6029,-1.7962,0,REST
194,42.62890625,7.815,-2.4088,-6.4953,-4.708,0,REST
195,42.6328125,5.6094,-3.8381,-5.8286,-1.5655,0,REST
196,42.63671875,1.8135,-0.2163,-1.5201,-3.2539,0,REST
197,42.640625,0.5769,3.232,-0.7458,1.1732,0,REST
198,42.64453125,-2.4588,2.0539,-0.4065,-2.3447,0,REST
199,42.6484375,-7.994,2.6205,1.934,-2.9472,0,REST
200,42.65234375,-5.5765,3.8053,3.9211,-4.3512,0,REST
201,42.65625,-8.4819,3.0872,9.555,-3.1003,0,REST
202,42.66015625,-6.7956,-1.0191,3.4126,-2.1375,0,REST
203,42.6640625,-11.2962,3.0134,3.6584,-2.7967,0,REST
204,42.66796875,-7.2094,2.7316,5.218,2.0236,0,REST
205,42.671875,-4.9276,2.9873,9.7411,0.4787,0,REST
206,42.67578125,-4.5414,2.3281,7.6343,0.3255,0,REST
207,42.6796875,1.4219,4.9849,0.8356,1.8339,0,REST
208,42.68359375,3.2126,4.79,2.1048,1.8562,0,REST
209,42.6875,0.7126,2.9557,1.0233,3.36,0,REST
210,42.69140625,3.1779,3.899,-0.2828,6.2516,0,REST
211,42.6953125,-0.5445,1.731,-1.6214,6.3776,0,REST
212,42.69921875,4.5181,-2.2357,-3.8936,8.9513,0,REST
213,42.703125,6.4723,-3.2177,-2.432,6.9834,0,REST
214,42.70703125,5.2975,-0.456,-5.118,3.198,0,REST
215,42.7109375,6.9168,-0.1584,-4.8168,2.0613,0,REST
216,42.71484375,4.848,-0.5945,-2.1595,5.2555,0,REST
217,42.71875,5.8133,-5.114,-3.9403,0.839,0,REST
218,42.72265625,3.0852,-1.9623,-2.795,0.3551,0,REST
219,42.7265625,3.0484,-3.0123,-3.079,0.3975,0,REST
220,42.73046875,3.5504,-2.6226,-5.1438,-5.0403,0,REST
221,42.734375,1.1051,1.8963,-5.8064,-2.7521,0,REST
222,42.73828125,2.87,-0.8803,2.2207,-4.3456,0,REST
223,42.7421875,0.5275,-3.3944,-4.5406,-5.9211,0,REST
224,42.74609375,-1.5739,-0.5401,-1.132,-11.762,0,REST
225,42.75,-0.4797,-2.035,-3.0499,-8.8844,0,REST
226,42.75390625,1.0654,-0.464,-1.0696,-12.5389,0,REST
227,42.7578125,1.8368,1.3435,4.2445,-4.474,0,REST
228,42.76171875,-0.2224,3.8093,1.0136,-4.8809,0,REST
229,42.765625,-0.16,7.2814,3.2491,-3.4405,0,REST
230,42.76953125,-0.1569,5.2653,5.7325,-1.1331,0,REST
231,42.7734375,-2.7228,4.5463,0.2769,-0.3737,0,REST
232,42.77734375,-5.3005,6.098,1.732,2.9175,0,REST
233,42.78125,-2.9078,5.0741,2.623,6.4044,0,REST
234,42.78515625,-3.2572,5.6516,3.8735,9.2909,0,REST
235,42.7890625,-1.2146,-1.7583,2.2621,8.3113,0,REST
236,42.79296875,-4.4157,5.987,2.1751,9.4691,0,REST
237,42.796875,-1.387,1.9198,5.5652,10.8636,0,REST
238,42.80078125,-1.1486,2.1002,3.7401,9.2551,0,REST
239,42.8046875,-4.8585,0.8126,3.4855,8.7141,0,REST
240,42.80859375,0.5507,2.8664,3.578,2.8486,0,REST
241,42.8125,1.2727,-3.4278,1.5801,2.4216,0,REST
242,42.81640625,4.5841,-6.8804,1.7188,-2.1866,0,REST
243,42.8203125,3.8536,-4.5182,-0.9228,-2.7112,0,REST
244,42.82421875,4.7461,-6.8256,-5.2803,-5.5616,0,REST
245,42.828125,6.1974,-5.748,-4.9443,-7.1222,0,REST
246,42.83203125,6.3609,-5.4039,-3.4762,-9.2991,0,REST
247,42.8359375,8.0778,-7.0672,-8.2117,-11.3517,0,REST
248,42.83984375,11.0341,-3.7092,-7.8627,-10.831,0,REST
249,42.84375,6.5434,-5.9682,-6.8855,-8.4263,0,REST
250,42.84765625,8.3866,-4.1124,-6.3136,-10.2294,0,REST
251,42.8515625,2.4748,-2.5279,-6.1431,-8.6556,0,REST
252,42.85546875,-1.6056,1.8509,-7.6615,-7.3641,0,REST
253,42.859375,-1.3191,5.4916,-5.298,-3.2976,0,REST
254,42.86328125,-3.7118,2.3727,0.9181,-1.3647,0,REST
255,42.8671875,-1.2824,5.0804,2.1607,1.7074,0,REST
256,42.87109375,-6.9245,10.2066,1.7408,6.8524,0,REST
257,42.875,-7.0609,11.2774,4.1016,11.2545,0,REST
258,42.87890625,-6.9427,8.8821,9.5183,12.7329,0,REST
259,42.8828125,-11.0669,8.2078,4.772,11.3841,0,REST
260,42.88671875,-9.6924,7.2393,8.181,15.8029,0,REST
261,42.890625,-8.3549,5.3222,8.613,9.6833,0,REST
262,42.89453125,-3.5867,1.0448,14.3604,11.9668,0,REST
263,42.8984375,-3.4657,0.835,7.5398,8.5181,0,REST
264,42.90234375,-0.573,-3.2899,7.4244,5.4569,0,REST
265,42.90625,-0.4947,-2.7787,1.5002,1.8886,0,REST
266,42.91015625,5.2822,-6.4359,3.6008,-3.5324,0,REST
267,42.9140625,5.5391,-7.9736,0.4222,-6.4562,0,REST
268,42.91796875,9.1176,-8.8541,-0.7905,-6.2828,0,REST
269,42.921875,10.5438,-12.6485,-4.1577,-9.4478,0,REST
270,42.92578125,9.8096,-8.3757,-9.1621,-13.2775,0,REST
271,42.9296875,9.3558,-12.8608,-8.8225,-13.876,0,REST
272,42.93359375,8.1169,-8.3737,-11.4638,-11.4668,0,REST
273,42.9375,10.0484,-5.9334,-9.7714,-7.5858,0,REST
274,42.94140625,9.2858,-4.6984,-9.726,-7.8375,0,REST
275,42.9453125,6.4832,-0.538,-10.229,-8.249,0,REST
276,42.94921875,1.3949,1.8952,-8.4581,-0.5673,0,REST
277,42.953125,2.6681,3.0947,-6.6162,1.6044,0,REST
278,42.95703125,-1.9955,5.6856,-4.947,4.2409,0,REST
279,42.9609375,-6.5516,8.1431,0.087,9.0353,0,REST
280,42.96484375,-7.0163,10.8224,-0.8906,9.177,0,REST
281,42.96875,-9.9623,14.3619,5.2707,11.3337,0,REST
282,42.97265625,-12.5126,12.4419,10.3744,12.2033,0,REST
283,42.9765625,-13.0519,12.3095,11.4438,11.6829,0,REST
284,42.98046875,-11.16,11.2989,11.2416,6.6459,0,REST
285,42.984375,-13.7632,6.6899,8.7347,8.8038,0,REST
286,42.98828125,-8.975,5.7351,13.652,4.6478,0,REST
287,42.9921875,-6.1743,0.9074,7.7754,5.4767,0,REST
288,42.99609375,-2.9321,-3.8009,11.7628,2.4727,0,REST
289,43.0,2.7338,-2.3371,8.8297,-2.5554,0,REST
290,43.00390625,3.3454,-12.121,7.5741,-10.7275,0,REST
291,43.0078125,6.3695,-8.5698,-0.1104,-6.8875,0,REST
292,43.01171875,11.1027,-8.6977,-3.3517,-12.8354,0,REST
293,43.015625,11.7098,-11.7066,-5.8749,-12.3517,0,REST
294,43.01953125,13.0892,-14.2338,-6.7646,-12.2826,0,REST
295,43.0234375,12.8747,-14.1128,-9.037,-11.3439,0,REST
296,43.02734375,11.5863,-12.515,-14.674,-11.9467,0,REST
297,43.03125,10.7165,-7.1298,-16.603,-6.7943,0,REST
298,43.03515625,5.4135,-4.0901,-15.6093,-6.8771,0,REST
299,43.0390625,5.0994,-1.2856,-14.2091,-6.1084,0,REST
300,43.04296875,3.704,1.6015,-9.8766,2.6641,0,REST
301,43.046875,-1.0443,4.4827,-9.9448,1.3052,0,REST
302,43.05078125,-3.148,7.505,-1.8282,3.7843,0,REST
303,43.0546875,-4.7936,7.5512,-2.6451,8.6887,0,REST
304,43.05859375,-9.0475,12.703,1.9539,6.664,0,REST
305,43.0625,-15.1167,8.6464,4.3172,9.6047,0,REST
306,43.06640625,-12.6493,12.572,5.7499,9.2673,0,REST
307,43.0703125,-12.3296,12.3832,7.2176,9.0201,0,REST
308,43.07421875,-15.2276,12.3588,8.7074,5.8182,0,REST
309,43.078125,-9.6111,6.5171,9.5241,1.8481,0,REST
310,43.08203125,-5.327,9.9474,10.1744,4.99,0,REST
311,43.0859375,-4.9755,2.961,11.0072,-0.1011,0,REST
312,43.08984375,-4.3023,-4.1677,5.975,-4.2674,0,REST
313,43.09375,-0.0397,-6.3248,7.4696,-3.7004,0,REST
314,43.09765625,1.413,-9.3916,4.7087,-5.2954,0,REST
315,43.1015625,6.9289,-13.7426,4.269,-9.7422,0,REST
316,43.10546875,10.0968,-11.9326,-3.3676,-8.2162,0,REST
317,43.109375,8.9063,-14.2605,-5.7258,-7.3132,0,REST
318,43.11328125,13.7964,-13.8474,-7.1289,-8.6737,0,REST
319,43.1171875,8.8168,-13.2154,-8.8705,-7.522,0,REST
320,43.12109375,9.6702,-12.1157,-10.903,-3.944,0,REST
321,43.125,8.969,-3.9202,-9.5239,-2.1358,0,REST
322,43.12890625,8.4445,-2.0402,-12.0616,1.1735,0,REST
323,43.1328125,4.4255,-2.2712,-7.7,4.037,0,REST
324,43.13671875,2.5958,1.726,-8.1231,2.0246,0,REST
325,43.140625,0.4283,6.4401,-6.0563,3.7189,0,REST
326,43.14453125,-4.7477,10.0784,-3.1078,4.9669,0,REST
327,43.1484375,-3.7599,8.7196,-3.0477,7.9707,0,REST
328,43.15234375,-6.7203,11.3233,1.3201,3.5146,0,REST
329,43.15625,-6.9865,11.9082,-0.8544,6.349,0,REST
330,43.16015625,-5.9826,10.7456,1.5579,8.595,0,REST
331,43.1640625,-8.6395,10.1709,4.6636,5.92,0,REST
332,43.16796875,-5.2259,9.5723,3.5544,6.4463,0,REST
333,43.171875,-4.4284,7.5756,3.7541,-0.9574,0,REST
334,43.17578125,-4.5835,4.7328,3.6283,0.1407,0,REST
335,43.1796875,-2.831,1.8849,6.3026,-0.0113,0,REST
336,43.18359375,-1.5507,-4.6921,5.5004,-3.2568,0,REST
337,43.1875,-0.5761,-6.8236,4.1362,1.2126,0,REST
338,43.19140625,-1.2994,-5.452,1.4933,-1.4621,0,REST
339,43.1953125,1.2404,-8.7346,1.5014,-1.4349,0,REST
340,43.19921875,-2.4375,-13.4993,-1.4868,-0.4544,0,REST
341,43.203125,3.0865,-10.4749,1.3999,-6.5832,0,REST
342,43.20703125,2.1371,-8.6608,-1.1223,-4.7665,0,REST
343,43.2109375,4.0496,-13.4779,-0.3387,-0.6727,0,REST
344,43.21484375,2.6363,-7.9842,-2.8761,-3.7897,0,REST
345,43.21875,7.886,-5.0699,-4.4649,-3.1705,0,REST
346,43.22265625,6.2236,-3.2377,-4.5432,-0.49,0,REST
347,43.2265625,4.2322,1.9831,-4.2831,0.9888,0,REST
348,43.23046875,2.9714,-0.0269,-1.831,-1.2824,0,REST
349,43.234375,1.8384,4.1561,-1.7048,2.151,0,REST
350,43.23828125,5.1156,4.962,-2.9481,-0.9664,0,REST
351,43.2421875,1.2094,8.3008,-5.7337,-1.9647,0,REST
352,43.24609375,3.2818,12.3257,-3.1909,1.4722,0,REST
353,43.25,-2.1565,10.1951,-5.2679,4.7854,0,REST
354,43.25390625,0.1019,7.7217,-5.417,-0.6334,0,REST
355,43.2578125,0.8278,5.0236,0.5561,1.1076,0,REST
356,43.26171875,0.8379,8.4043,-4.9388,5.1161,0,REST
357,43.265625,-0.2882,8.2097,-4.0615,4.364,0,REST
358,43.26953125,-4.2006,5.1779,0.9828,2.1748,0,REST
359,43.2734375,-2.5911,1.8007,-0.548,0.9511,0,REST
360,43.27734375,-1.1196,0.0906,0.9425,1.1844,0,REST
361,43.28125,-4.162,-1.3108,1.2247,5.6058,0,REST
362,43.28515625,-3.0895,-6.9309,-1.4875,0.4586,0,REST
363,43.2890625,-2.4959,-6.5147,3.8786,3.1715,0,REST
364,43.29296875,-5.1664,-5.7182,1.8109,-2.793,0,REST
365,43.296875,-5.4789,-6.8858,4.9816,0.1206,0,REST
366,43.30078125,-2.0302,-9.1172,7.0783,-1.1914,0,REST
367,43.3046875,2.0642,-5.7014,3.5629,-1.9659,0,REST
368,43.30859375,1.9832,-3.9323,6.3241,2.0619,0,REST
369,43.3125,-3.3468,-2.286,5.5181,-4.0101,0,REST
370,43.31640625,-0.9793,-1.5511,2.5745,-3.8575,0,REST
371,43.3203125,6.008,-2.615,5.0433,-4.3571,0,REST
372,43.32421875,2.8056,0.9635,-0.9562,-5.9641,0,REST
373,43.328125,7.1181,3.258,-0.4805,-10.3843,0,REST
374,43.33203125,5.9485,4.4168,-1.9644,-3.1929,0,REST
375,43.3359375,8.4294,6.024,-1.775,-7.618,0,REST
376,43.33984375,8.9816,5.5461,-7.437,-0.7218,0,REST
377,43.34375,6.172,6.6602,-9.2968,-1.4095,0,REST
378,43.34765625,6.6362,5.5269,-6.5783,1.4024,0,REST
379,43.3515625,4.899,5.7058,-10.7586,3.1293,0,REST
380,43.35546875,-1.7285,5.7393,-10.1129,4.0926,0,REST
381,43.359375,-0.2301,9.0385,-3.2269,5.4914,0,REST
382,43.36328125,-4.0536,1.5016,-7.6139,6.3998,0,REST
383,43.3671875,-2.7625,3.9705,-8.0344,11.1233,0,REST
384,43.37109375,-5.626,1.8219,-2.4636,8.7436,0,REST
385,43.375,-9.8605,-1.1182,-0.7056,5.156,0,REST
386,43.37890625,-9.8784,-0.7398,1.5933,9.1098,0,REST
387,43.3828125,-11.2561,-2.6684,5.3279,1.9281,0,REST
388,43.38671875,-9.8185,-5.3465,8.8485,-3.1415,0,REST
389,43.390625,-11.706,-2.9424,8.8122,1.0033,0,REST
390,43.39453125,-10.6774,-3.0798,5.3191,-3.3334,0,REST
391,43.3984375,-4.5146,-5.5053,14.8955,-3.1907,0,REST
392,43.40234375,-1.9685,-3.9412,8.7462,-11.418,0,REST
393,43.40625,-1.3832,-6.8087,9.5673,-15.121,0,REST
394,43.41015625,2.4174,-2.0787,15.9597,-12.8994,0,REST
395,43.4140625,9.2743,-0.7257,5.6896,-11.4984,0,REST
396,43.41796875,9.5686,-2.9016,7.025,-11.396,0,REST
397,43.421875,8.2076,-0.4205,5.0511,-7.8057,0,REST
398,43.42578125,10.6423,3.7401,-4.3917,-4.5025,0,REST
399,43.4296875,11.7774,0.9431,-3.2778,-5.1922,0,REST
400,43.43359375,12.3789,2.2083,-9.3317,-1.128,0,REST
401,43.4375,11.6362,2.0178,-4.866,0.6971,0,REST
402,43.44140625,8.8227,4.8909,-9.1643,6.4475,0,REST
403,43.4453125,4.8196,2.7842,-15.2908,8.6904,0,REST
404,43.44921875,2.2107,1.181,-11.4468,8.3992,0,REST
405,43.453125,0.6058,1.6147,-13.4294,13.1454,0,REST
406,43.45703125,-2.1629,6.3526,-12.142,12.0713,0,REST
