sample_idx,timestamp,C3,C4,Cz,Fz,label_int,label_str
154,0.6015625,2.7101,4.9345,-4.3936,9.9832,0,REST
155,0.60546875,9.2098,0.4305,0.0754,12.1609,0,REST
156,0.609375,10.0364,13.3574,2.0504,4.2348,0,REST
157,0.61328125,11.1707,11.233,8.7364,5.4577,0,REST
158,0.6171875,14.1382,9.8022,4.5744,2.2343,0,REST
159,0.62109375,6.8859,9.4459,8.0389,-0.9605,0,REST
160,0.625,10.8189,6.7941,9.0478,-6.9113,0,REST
161,0.62890625,4.3106,8.4132,9.6515,-13.2194,0,REST
162,0.6328125,3.9438,3.7461,9.3373,-8.6491,0,REST
163,0.63671875,8.0651,4.2677,4.8475,-8.574,0,REST
164,0.640625,0.4437,3.6468,10.0115,-9.9066,0,REST
165,0.64453125,-1.8878,3.382,8.0822,-11.8241,0,REST
166,0.6484375,-3.131,-6.444,4.0152,-16.209,0,REST
167,0.65234375,-3.3287,-6.9176,1.6143,-5.2984,0,REST
168,0.65625,-4.6531,-5.2426,-2.0988,-4.0632,0,REST
169,0.66015625,-8.4318,-8.8546,-3.4756,0.7037,0,REST
170,0.6640625,-7.7505,-12.9952,-7.1958,1.8799,0,REST
171,0.66796875,-5.2667,-11.3321,-5.3419,2.8077,0,REST
172,0.671875,-4.5621,-11.1626,-7.6962,7.4197,0,REST
173,0.67578125,-5.5259,-12.5731,-5.7342,7.2762,0,REST
174,0.6796875,-0.9327,-3.6951,-7.2589,5.8884,0,REST
175,0.68359375,-3.8325,-5.6569,-4.0683,12.5755,0,REST
176,0.6875,2.3405,-3.8673,-6.4297,10.9291,0,REST
177,0.69140625,1.7082,-2.9069,-4.7728,11.677,0,REST
178,0.6953125,-0.6292,5.531,-1.7768,6.555,0,REST
179,0.69921875,1.7955,6.8432,1.6376,8.674,0,REST
180,0.703125,1.4463,9.2498,-2.5024,2.1827,0,REST
181,0.70703125,3.5802,13.0661,0.6968,0.3276,0,REST
182,0.7109375,3.9424,11.2781,2.9922,-5.3518,0,REST
183,0.71484375,1.2116,13.6803,-1.2032,-4.5082,0,REST
184,0.71875,5.1468,13.2761,2.6311,-8.3282,0,REST
185,0.72265625,6.3753,14.3337,0.3289,-8.3317,0,REST
186,0.7265625,1.4689,6.4021,2.9782,-8.6438,0,REST
187,0.73046875,2.1674,6.1398,2.5752,-11.2572,0,REST
188,0.734375,1.4713,3.4537,5.8923,-11.5526,0,REST
189,0.73828125,-0.4658,-2.8683,4.8754,-8.6518,0,REST
190,0.7421875,1.4057,-7.3037,4.4192,-6.989,0,REST
191,0.74609375,1.9835,-7.2762,2.6859,-3.789,0,REST
192,0.75,-2.5378,-12.0466,2.2628,-3.6105,0,REST
193,0.75390625,1.9651,-10.1111,1.0099,-0.0075,0,REST
194,0.7578125,-0.9954,-15.4883,-0.6933,5.0521,0,REST
195,0.76171875,-5.0673,-14.3938,2.2435,9.0893,0,REST
196,0.765625,-0.7594,-13.8413,2.543,9.0931,0,REST
197,0.76953125,-5.1747,-5.4203,0.2243,4.9823,0,REST
198,0.7734375,-5.2635,-8.9115,-0.331,6.7714,0,REST
199,0.77734375,-2.7868,-4.1173,-1.695,6.3034,0,REST
200,0.78125,-6.4335,-0.7642,0.4085,6.007,0,REST
201,0.78515625,-3.7288,2.2632,0.8599,4.9516,0,REST
202,0.7890625,-4.066,7.4173,-3.0988,4.0459,0,REST
203,0.79296875,-1.1812,6.5265,-4.9437,2.4522,0,REST
204,0.796875,-7.494,8.2415,-4.5893,-1.373,0,REST
205,0.80078125,-6.5082,12.6615,-6.3586,-2.6056,0,REST
206,0.8046875,-3.0673,12.9419,-3.5533,0.1308,0,REST
207,0.80859375,1.9712,17.6901,-1.6067,-3.4925,0,REST
208,0.8125,0.8854,12.0921,-4.8427,-3.3084,0,REST
209,0.81640625,0.2475,7.2032,-1.4783,-6.8253,0,REST
210,0.8203125,4.7413,9.1645,-3.3132,-7.2206,0,REST
211,0.82421875,5.0397,3.3454,2.5894,-10.0029,0,REST
212,0.828125,1.3994,3.3349,2.7104,-7.2701,0,REST
213,0.83203125,5.3447,-1.7564,0.4878,-6.8473,0,REST
214,0.8359375,5.9881,1.2634,2.0073,-1.2084,0,REST
215,0.83984375,6.6904,-5.147,6.8647,-4.393,0,REST
216,0.84375,5.3617,-10.1084,7.3053,-1.2601,0,REST
217,0.84765625,3.7332,-10.2533,7.4743,-1.5441,0,REST
218,0.8515625,2.4774,-9.161,9.3048,-1.8291,0,REST
219,0.85546875,0.2881,-8.8894,9.4163,-2.2551,0,REST
220,0.859375,-3.5526,-10.0856,3.0689,2.7403,0,REST
221,0.86328125,-0.1253,-7.2736,3.7682,2.1669,0,REST
222,0.8671875,-5.9401,-9.2979,4.8116,-0.3354,0,REST
223,0.87109375,-5.0949,-4.2721,7.6334,5.2241,0,REST
224,0.875,-7.0398,-1.6851,0.6979,1.1959,0,REST
225,0.87890625,-7.8684,-0.1539,-0.4595,5.0578,0,REST
226,0.8828125,-9.8455,2.5396,-3.6565,3.2479,0,REST
227,0.88671875,-10.3127,4.5575,-3.6603,6.5297,0,REST
228,0.890625,-7.5814,9.4448,-9.8022,1.3035,0,REST
229,0.89453125,-6.6625,9.8817,-8.8163,2.2469,0,REST
230,0.8984375,-3.3145,9.4625,-11.6472,3.0455,0,REST
231,0.90234375,-0.7348,9.708,-10.1885,2.0006,0,REST
232,0.90625,0.4096,11.216,-10.9163,1.5967,0,REST
233,0.91015625,2.0292,8.7774,-9.4816,1.5112,0,REST
234,0.9140625,4.9618,3.9394,-5.6856,0.8143,0,REST
235,0.91796875,8.0423,3.7439,-6.6925,1.2408,0,REST
236,0.921875,9.6102,3.426,-1.0777,-2.5185,0,REST
237,0.92578125,10.8215,0.976,1.6105,-3.7102,0,REST
238,0.9296875,9.8351,-2.4476,0.7505,-6.2389,0,REST
239,0.93359375,14.7141,-5.6191,7.7054,-2.8688,0,REST
240,0.9375,12.5521,-8.7542,5.3385,-6.9284,0,REST
241,0.94140625,8.1889,-8.92,9.1319,-6.9982,0,REST
242,0.9453125,5.0465,-8.3291,12.4226,-5.9875,0,REST
243,0.94921875,2.6753,-6.0705,14.3163,-4.0633,0,REST
244,0.953125,-5.4513,-13.1831,8.5596,-7.3063,0,REST
245,0.95703125,-2.3742,-7.3595,8.2664,-1.9849,0,REST
246,0.9609375,-4.1744,-3.4299,9.6262,-0.9278,0,REST
247,0.96484375,-9.5146,-3.5254,9.8806,-2.1325,0,REST
248,0.96875,-12.2649,-3.8317,2.2274,5.547,0,REST
249,0.97265625,-15.3795,-0.2508,-0.7647,3.284,0,REST
250,0.9765625,-16.3401,3.161,-5.5132,6.63,0,REST
251,0.98046875,-10.701,5.8663,-5.3129,5.6137,0,REST
252,0.984375,-10.2989,10.2387,-7.5262,6.8032,0,REST
253,0.98828125,-12.0052,7.4859,-12.188,6.6799,0,REST
254,0.9921875,-4.5644,6.0621,-8.3268,5.8624,0,REST
255,0.99609375,-3.6749,6.5811,-12.249,7.102,0,REST
256,1.0,1.284,9.6888,-16.0262,2.8791,0,REST
257,1.00390625,2.5365,4.7124,-6.3882,0.0219,0,REST
258,1.0078125,6.4224,5.0285,-8.7144,-2.2927,0,REST
259,1.01171875,13.6495,1.1545,-5.2907,-2.7259,0,REST
260,1.015625,13.5699,4.4448,-5.4945,-4.061,0,REST
261,1.01953125,16.7622,-0.1448,2.02,-5.3851,0,REST
262,1.0234375,6.921,-1.3322,4.1845,-8.6277,0,REST
263,1.02734375,10.3377,-3.1017,9.9142,-9.3064,0,REST
264,1.03125,7.7702,-2.1924,10.4006,-6.7916,0,REST
265,1.03515625,10.1451,-4.1227,10.6501,-9.9788,0,REST
266,1.0390625,5.9502,-7.725,14.0221,-11.4552,0,REST
267,1.04296875,5.6061,-5.4931,15.3154,-6.4511,0,REST
268,1.046875,1.4053,-4.9381,13.6821,-7.9614,0,REST
269,1.05078125,-3.0347,-5.3185,8.5862,-4.2911,0,REST
270,1.0546875,-8.3646,-2.2106,6.6286,-0.1133,0,REST
271,1.05859375,-8.767,-0.8489,5.4344,6.8449,0,REST
272,1.0625,-9.0535,-3.6739,2.155,6.6896,0,REST
273,1.06640625,-12.9708,-5.0546,-0.0709,11.4455,0,REST
274,1.0703125,-10.6138,1.8004,-1.518,7.3989,0,REST
275,1.07421875,-8.212,-1.7119,-3.5729,10.545,0,REST
276,1.078125,-11.0888,0.3349,-5.8482,10.4069,0,REST
277,1.08203125,-5.9134,3.1867,-11.9279,9.5733,0,REST
278,1.0859375,-8.2502,5.2784,-5.9088,6.5569,0,REST
279,1.08984375,-3.9314,6.8672,-12.2875,8.2746,0,REST
280,1.09375,0.2236,2.5421,-11.3394,3.475,0,REST
281,1.09765625,4.6258,2.0417,-10.9402,3.3149,0,REST
282,1.1015625,3.793,4.2997,-7.123,-0.0184,0,REST
283,1.10546875,7.9527,0.1924,-3.2814,-6.4544,0,REST
284,1.109375,13.0592,3.7506,-3.7716,-6.8388,0,REST
285,1.11328125,5.6803,2.0953,-1.5877,-8.8699,0,REST
286,1.1171875,13.3762,-0.4095,2.6447,-10.4404,0,REST
287,1.12109375,7.4821,-3.7408,5.7467,-12.5753,0,REST
288,1.125,9.0832,-1.734,8.8237,-14.1734,0,REST
289,1.12890625,4.3187,0.7758,3.3405,-8.514,0,REST
290,1.1328125,1.2372,-0.8887,9.8294,-6.6982,0,REST
291,1.13671875,3.1778,-2.5973,9.1363,-8.6703,0,REST
292,1.140625,-0.6621,-1.1658,12.2028,0.4935,0,REST
293,1.14453125,-5.5275,-6.4152,7.1999,-2.0919,0,REST
294,1.1484375,-8.1367,-5.6275,9.0617,3.2497,0,REST
295,1.15234375,-6.774,-6.7905,6.4651,6.2716,0,REST
296,1.15625,-9.0409,-0.287,5.5148,10.9264,0,REST
297,1.16015625,-5.9363,-4.6485,-0.145,11.474,0,REST
298,1.1640625,-8.6678,-0.3422,0.5318,12.6346,0,REST
299,1.16796875,-7.8509,-1.5841,-1.9263,11.6327,0,REST
300,1.171875,-5.1258,-0.6724,-1.8066,14.2941,0,REST
301,1.17578125,-2.1974,0.8593,-4.9063,5.7414,0,REST
302,1.1796875,-6.6301,-2.0772,0.788,7.0786,0,REST
303,1.18359375,-0.3435,-1.3686,-5.7752,4.9955,0,REST
304,1.1875,3.0075,-1.5734,-5.2836,-0.1941,0,REST
305,1.19140625,-0.1312,0.5501,-4.2854,-3.8421,0,REST
306,1.1953125,5.0683,2.4966,-3.812,-3.7682,0,REST
307,1.19921875,-0.36,-0.3162,-3.028,-5.8977,0,REST
308,1.203125,4.4756,1.7782,-4.2514,-8.1566,0,REST
309,1.20703125,1.1016,3.7048,-1.7355,-11.9275,0,REST
310,1.2109375,4.6722,2.1535,-2.334,-9.9223,0,REST
311,1.21484375,5.728,1.5569,1.4126,-12.8718,0,REST
312,1.21875,1.195,5.0599,1.0532,-12.9379,0,REST
313,1.22265625,3.8678,4.3155,1.7506,-11.0014,0,REST
314,1.2265625,0.3589,2.9534,2.6439,-6.9453,0,REST
315,1.23046875,-1.2698,3.7085,3.5905,-4.403,0,REST
316,1.234375,3.0436,-3.3677,3.4721,-0.3479,0,REST
317,1.23828125,3.4609,-0.0013,1.9401,1.4915,0,REST
318,1.2421875,0.8369,-0.5115,-1.4308,3.4543,0,REST
319,1.24609375,4.0618,-5.997,3.1751,8.3092,0,REST
320,1.25,-1.0847,-0.462,1.8469,8.488,0,REST
321,1.25390625,0.6287,-5.8352,5.9237,12.6585,0,REST
322,1.2578125,1.4706,-7.0688,2.2427,15.3154,0,REST
323,1.26171875,-0.7146,-6.3191,2.2366,10.1426,0,REST
324,1.265625,-2.0193,-3.0596,2.5802,8.604,0,REST
325,1.26953125,0.6061,-5.1636,-1.9053,7.9689,0,REST
326,1.2734375,-3.5826,-4.8162,2.107,6.0253,0,REST
327,1.27734375,-1.6076,-4.402,-2.876,3.4363,0,REST
328,1.28125,-3.2016,-0.5178,-1.6867,-1.8752,0,REST
329,1.28515625,-0.3046,-1.7299,2.4245,-6.6348,0,REST
330,1.2890625,-4.9303,1.0313,-3.0246,-9.4247,0,REST
331,1.29296875,-3.4254,4.0305,-3.4678,-8.5542,0,REST
332,1.296875,-4.7822,8.1338,-2.8289,-6.8138,0,REST
333,1.30078125,-2.0288,6.5617,-5.3954,-12.1477,0,REST
334,1.3046875,-3.9067,5.4027,-6.581,-9.5246,0,REST
335,1.30859375,-3.2315,8.6723,-3.4226,-7.018,0,REST
336,1.3125,-1.0043,7.0723,-7.3669,-6.9095,0,REST
337,1.31640625,0.2573,6.9613,-2.521,-8.6604,0,REST
338,1.3203125,7.4655,9.0594,-8.5362,-3.5934,0,REST
339,1.32421875,8.1128,4.9606,-10.6392,-0.4592,0,REST
340,1.328125,3.7802,5.2666,-1.4589,1.0938,0,REST
341,1.33203125,6.428,1.8606,-4.2244,5.2721,0,REST
342,1.3359375,10.7578,-1.6412,1.7962,4.414,0,REST
343,1.33984375,7.3493,-5.6743,0.9025,6.0705,0,REST
344,1.34375,7.0681,-5.8704,5.3474,11.8433,0,REST
345,1.34765625,6.6993,-6.8392,-1.2819,7.5643,0,REST
346,1.3515625,3.328,-8.551,7.5785,7.2394,0,REST
347,1.35546875,0.911,-8.127,6.387,4.4125,0,REST
348,1.359375,0.0706,-7.7477,6.3119,2.5291,0,REST
349,1.36328125,-0.4988,-5.8346,9.3195,3.3747,0,REST
350,1.3671875,-4.8012,-6.7103,11.4599,3.8339,0,REST
351,1.37109375,-6.6144,-5.2617,8.4117,-6.687,0,REST
352,1.375,-8.1847,-0.22,0.4711,-3.9592,0,REST
353,1.37890625,-10.8683,0.3336,2.0411,-2.8669,0,REST
354,1.3828125,-11.6928,3.8666,2.3702,-5.9164,0,REST
355,1.38671875,-6.2449,6.2746,-1.46,-0.8347,0,REST
356,1.390625,-8.7301,9.2987,-5.3033,-4.6109,0,REST
357,1.39453125,-9.8646,13.2414,-3.7252,-9.681,0,REST
358,1.3984375,-7.3141,11.2265,-7.3905,-3.0318,0,REST
359,1.40234375,-1.4101,10.7681,-10.8155,-3.8759,0,REST
360,1.40625,-0.8074,9.7038,-11.829,-3.7576,0,REST
361,1.41015625,3.2275,9.2962,-13.498,-3.4208,0,REST
362,1.4140625,5.9215,7.5284,-13.9019,0.6508,0,REST
363,1.41796875,5.572,7.591,-10.9669,-2.6548,0,REST
364,1.421875,9.9086,2.9725,-6.5396,-2.151,0,REST
365,1.42578125,9.3824,4.3259,-5.4167,1.43,0,REST
366,1.4296875,13.9532,-1.6349,-3.0955,4.0291,0,REST
367,1.43359375,13.9522,-5.3374,-2.2172,-0.3024,0,REST
368,1.4375,8.1978,-8.177,0.4435,4.4011,0,REST
369,1.44140625,8.0111,-11.3126,5.953,-0.9736,0,REST
370,1.4453125,6.581,-8.9194,6.5151,2.8833,0,REST
371,1.44921875,1.9395,-11.76,11.9497,2.0577,0,REST
372,1.453125,0.2218,-11.2137,8.853,2.4486,0,REST
373,1.45703125,-3.301,-10.7583,12.7821,4.1864,0,REST
374,1.4609375,-3.8771,-9.4841,11.6069,4.7147,0,REST
375,1.46484375,-11.0451,-9.9837,8.1563,0.3989,0,REST
376,1.46875,-13.0964,-6.5016,10.7683,0.9241,0,REST
377,1.47265625,-12.6535,0.1711,5.2163,3.2057,0,REST
378,1.4765625,-11.6009,4.1654,1.47,-1.2905,0,REST
379,1.48046875,-9.0913,6.4279,0.8053,-1.3515,0,REST
380,1.484375,-7.5879,6.8228,-2.39,0.5267,0,REST
381,1.48828125,-9.3047,11.376,-6.3246,-2.7166,0,REST
382,1.4921875,-9.083,12.9232,-9.135,-5.9743,0,REST
383,1.49609375,-5.8046,13.0,-9.3414,0.455,0,REST
384,1.5,-4.037,11.4859,-10.2398,-5.8009,0,REST
385,1.50390625,1.5015,9.9641,-17.5324,-5.6883,0,REST
386,1.5078125,8.3385,9.2028,-13.3454,-5.9539,0,REST
387,1.51171875,14.232,3.7125,-11.6374,-2.5413,0,REST
388,1.515625,9.7277,5.1002,-13.1213,-1.4333,0,REST
389,1.51953125,13.318,1.4599,-3.2548,0.0896,0,REST
390,1.5234375,19.1665,-4.6674,-4.733,-6.4404,0,REST
391,1.52734375,10.7494,-4.1857,1.2233,0.3509,0,REST
392,1.53125,7.5784,-9.969,-1.8095,0.7084,0,REST
393,1.53515625,9.3804,-13.7705,0.4744,2.0981,0,REST
394,1.5390625,4.7528,-11.65,7.7859,-0.955,0,REST
395,1.54296875,2.1638,-10.713,11.3771,5.3337,0,REST
396,1.546875,-0.8462,-15.1447,10.18,6.5011,0,REST
397,1.55078125,-2.0645,-10.5283,11.159,8.4538,0,REST
398,1.5546875,-7.5354,-9.8912,14.0948,9.7174,0,REST
399,1.55859375,-7.5136,-5.1657,9.0882,4.4317,0,REST
400,1.5625,-9.7586,-5.1466,9.9,8.6946,0,REST
401,1.56640625,-10.7655,2.2402,4.5256,6.7849,0,REST
402,1.5703125,-11.497,2.3111,3.1156,3.5436,0,REST
403,1.57421875,-14.5182,4.3555,0.1424,4.5223,0,REST
404,1.578125,-9.8709,10.1416,-1.7982,0.4656,0,REST
405,1.58203125,-7.9966,10.1926,-2.8085,-0.7892,0,REST
